,AttackID,ThreatID,Interaction,Category,Description,Title,RepeatedElseWhere,RepeatedInCategory,Effect,IFlag,Source,SourceType,Destination,DestinationType
223,224,748,recTakeControlReqRcFc(),Repudiation,"FleetController claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by FleetController,False,False,Data Repudiation,1,RemoteController,GE.P,FleetController,GE.P
224,225,747,recTakeControlReqRcFc(),Tampering,Data flowing across recTakeControlReqRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Cross-site request forgery,1,RemoteController,GE.P,FleetController,GE.P
225,226,737,recCurentStatusRcFc(status),Tampering,Data flowing across recCurentStatusRcFc(status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,impersonate,1,RemoteController,GE.P,FleetController,GE.P
226,227,747,recTakeControlReqRcFc(),Tampering,Data flowing across recTakeControlReqRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Denial Of Service,False,1,RemoteController,GE.P,FleetController,GE.P
227,228,747,recTakeControlReqRcFc(),Tampering,Data flowing across recTakeControlReqRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Information Disclosure,False,1,RemoteController,GE.P,FleetController,GE.P
228,229,737,recCurentStatusRcFc(status),Tampering,Data flowing across recCurentStatusRcFc(status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,change the flow of program execution,1,RemoteController,GE.P,FleetController,GE.P
229,230,747,recTakeControlReqRcFc(),Tampering,Data flowing across recTakeControlReqRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Elevation Of Privilege,False,1,RemoteController,GE.P,FleetController,GE.P
230,231,737,recCurentStatusRcFc(status),Tampering,Data flowing across recCurentStatusRcFc(status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,remotely execute code,1,RemoteController,GE.P,FleetController,GE.P
231,232,737,recCurentStatusRcFc(status),Tampering,Data flowing across recCurentStatusRcFc(status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Cross-site request forgery,1,RemoteController,GE.P,FleetController,GE.P
232,233,746,recTakeControlReqRcFc(),Spoofing,FleetController may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the FleetController Process,True,Information Disclosure,False,1,RemoteController,GE.P,FleetController,GE.P
233,234,745,recTakeControlReqRcFc(),Spoofing,RemoteController may be spoofed by an attacker and this may lead to unauthorized access to FleetController. Consider using a standard authentication mechanism to identify the source process.,Spoofing the RemoteController Process,False,False,unauthorized access,1,RemoteController,GE.P,FleetController,GE.P
234,235,569,recGrantControllFcRc(),Tampering,Data flowing across recGrantControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,impersonate,1,FleetController,GE.P,RemoteController,GE.P
235,236,569,recGrantControllFcRc(),Tampering,Data flowing across recGrantControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,change the flow of program execution,1,FleetController,GE.P,RemoteController,GE.P
236,237,744,recCurentStatusRcFc(status),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,1,RemoteController,GE.P,FleetController,GE.P
237,238,569,recGrantControllFcRc(),Tampering,Data flowing across recGrantControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,remotely execute code,1,FleetController,GE.P,RemoteController,GE.P
238,239,743,recCurentStatusRcFc(status),Elevation Of Privilege,An attacker may pass data into FleetController in order to change the flow of program execution within FleetController to the attacker's choosing.,Elevation by Changing the Execution Flow in FleetController,False,False,change the flow of program execution,1,RemoteController,GE.P,FleetController,GE.P
239,240,569,recGrantControllFcRc(),Tampering,Data flowing across recGrantControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Cross-site request forgery,1,FleetController,GE.P,RemoteController,GE.P
240,241,742,recCurentStatusRcFc(status),Elevation Of Privilege,RemoteController may be able to remotely execute code for FleetController.,FleetController May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,1,RemoteController,GE.P,FleetController,GE.P
241,242,741,recCurentStatusRcFc(status),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,Data Flow recCurentStatusRcFc(status) Is Potentially Interrupted,False,False,Interrupt data flowing,1,RemoteController,GE.P,FleetController,GE.P
242,243,740,recCurentStatusRcFc(status),Denial Of Service,"FleetController crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for FleetController,False,False,Crashes,1,RemoteController,GE.P,FleetController,GE.P
243,244,739,recCurentStatusRcFc(status),Information Disclosure,"Data flowing across recCurentStatusRcFc(status) may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,1,RemoteController,GE.P,FleetController,GE.P
244,245,738,recCurentStatusRcFc(status),Repudiation,"FleetController claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by FleetController,False,False,Data Repudiation,1,RemoteController,GE.P,FleetController,GE.P
245,246,737,recCurentStatusRcFc(status),Tampering,Data flowing across recCurentStatusRcFc(status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Denial Of Service,False,1,RemoteController,GE.P,FleetController,GE.P
246,247,737,recCurentStatusRcFc(status),Tampering,Data flowing across recCurentStatusRcFc(status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Elevation Of Privilege,False,1,RemoteController,GE.P,FleetController,GE.P
247,248,737,recCurentStatusRcFc(status),Tampering,Data flowing across recCurentStatusRcFc(status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Information Disclosure,False,1,RemoteController,GE.P,FleetController,GE.P
248,249,736,recCurentStatusRcFc(status),Spoofing,FleetController may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the FleetController Process,True,Information Disclosure,False,1,RemoteController,GE.P,FleetController,GE.P
249,250,735,recCurentStatusRcFc(status),Spoofing,RemoteController may be spoofed by an attacker and this may lead to unauthorized access to FleetController. Consider using a standard authentication mechanism to identify the source process.,Spoofing the RemoteController Process,False,False,unauthorized access,1,RemoteController,GE.P,FleetController,GE.P
250,251,807,recReturnControllHroRc(),Spoofing,HxRemoteOperator may be spoofed by an attacker and this may lead to unauthorized access to RemoteController. Consider using a standard authentication mechanism to identify the external entity.,Spoofing the HxRemoteOperator External Entity,False,False,unauthorized access,1,HxRemoteOperator,GE.EI,RemoteController,GE.P
251,252,806,recCommandHroRc(selfCommand; selfUserId),Elevation Of Privilege,RemoteController may be able to impersonate the context of HxRemoteOperator in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,1,HxRemoteOperator,GE.EI,RemoteController,GE.P
252,253,805,recCommandHroRc(selfCommand; selfUserId),Spoofing,HxRemoteOperator may be spoofed by an attacker and this may lead to unauthorized access to RemoteController. Consider using a standard authentication mechanism to identify the external entity.,Spoofing the HxRemoteOperator External Entity,False,False,unauthorized access,1,HxRemoteOperator,GE.EI,RemoteController,GE.P
253,254,576,recGrantControllFcRc(),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,1,FleetController,GE.P,RemoteController,GE.P
254,255,575,recGrantControllFcRc(),Elevation Of Privilege,An attacker may pass data into RemoteController in order to change the flow of program execution within RemoteController to the attacker's choosing.,Elevation by Changing the Execution Flow in RemoteController,False,False,change the flow of program execution,1,FleetController,GE.P,RemoteController,GE.P
255,256,574,recGrantControllFcRc(),Elevation Of Privilege,FleetController may be able to remotely execute code for RemoteController.,RemoteController May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,1,FleetController,GE.P,RemoteController,GE.P
256,257,573,recGrantControllFcRc(),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,Data Flow recGrantControllFcRc() Is Potentially Interrupted,False,False,Interrupt data flowing,1,FleetController,GE.P,RemoteController,GE.P
257,258,572,recGrantControllFcRc(),Denial Of Service,"RemoteController crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for RemoteController,False,False,Crashes,1,FleetController,GE.P,RemoteController,GE.P
258,259,450,recGrantControllFcRc(),Elevation Of Privilege,RemoteController may be able to impersonate the context of FleetController in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,1,FleetController,GE.P,RemoteController,GE.P
259,260,571,recGrantControllFcRc(),Information Disclosure,"Data flowing across recGrantControllFcRc() may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,1,FleetController,GE.P,RemoteController,GE.P
260,261,570,recGrantControllFcRc(),Repudiation,"RemoteController claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by RemoteController,False,False,Data Repudiation,1,FleetController,GE.P,RemoteController,GE.P
261,262,569,recGrantControllFcRc(),Tampering,Data flowing across recGrantControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Denial Of Service,False,1,FleetController,GE.P,RemoteController,GE.P
262,263,569,recGrantControllFcRc(),Tampering,Data flowing across recGrantControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Elevation Of Privilege,False,1,FleetController,GE.P,RemoteController,GE.P
263,264,569,recGrantControllFcRc(),Tampering,Data flowing across recGrantControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,True,Information Disclosure,False,1,FleetController,GE.P,RemoteController,GE.P
264,265,568,recGrantControllFcRc(),Spoofing,RemoteController may be spoofed by an attacker and this may lead to information disclosure by FleetController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the RemoteController Process,True,Information Disclosure,False,1,FleetController,GE.P,RemoteController,GE.P
265,266,567,recGrantControllFcRc(),Spoofing,FleetController may be spoofed by an attacker and this may lead to unauthorized access to RemoteController. Consider using a standard authentication mechanism to identify the source process.,Spoofing the FleetController Process,False,False,unauthorized access,1,FleetController,GE.P,RemoteController,GE.P
266,267,808,recReturnControllHroRc(),Elevation Of Privilege,RemoteController may be able to impersonate the context of HxRemoteOperator in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,1,HxRemoteOperator,GE.EI,RemoteController,GE.P
267,268,802,recCommandDoneHxRc(),Elevation Of Privilege,HX01 may be able to remotely execute code for RemoteController.,RemoteController May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,1,HX01,GE.P,RemoteController,GE.P
268,269,803,recCommandDoneHxRc(),Elevation Of Privilege,An attacker may pass data into RemoteController in order to change the flow of program execution within RemoteController to the attacker's choosing.,Elevation by Changing the Execution Flow in RemoteController,False,False,change the flow of program execution,1,HX01,GE.P,RemoteController,GE.P
269,270,804,recCommandDoneHxRc(),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,1,HX01,GE.P,RemoteController,GE.P
